# ----------------------------------------
# data.gov.uk
# Directory page views-Free-form 1
# 20250802-20260802
# ----------------------------------------

Page title,Page location,Views
provost portal - data.gov.uk,https://www.data.gov.uk/dataset/2fb67956-d017-4ed3-9b14-19c968675f20/provost-portal,1
provost portal - national data library,https://www.data.gov.uk/dataset/2fb67956-d017-4ed3-9b14-19c968675f20/provost-portal,1
ps12a royal garden party database [date] - national data library,https://www.data.gov.uk/dataset/bf3ecb35-cfaa-41d2-87a9-af703e613c8e/ps12a-royal-garden-party-database-[date],1
ps_sd_hbsmrarticle4direction_poly_current - national data library,https://www.data.gov.uk/dataset/952c6ca6-e503-4e84-b68c-20039ba4551b/ps-sd-hbsmrarticle4direction-poly-current,1
ps_sd_hbsmrlocallylistedbuildings_point_current - national data library,https://www.data.gov.uk/dataset/97f72429-5b2b-499e-b27f-8e9f084aa938/ps-sd-hbsmrlocallylistedbuildings-point-current1,1
ps_sd_hbsmrregisteredbattlefields_poly_current - national data library,https://www.data.gov.uk/dataset/d5f925e1-dd92-400a-bbab-44de79121e81/ps-sd-hbsmrregisteredbattlefields-poly-current1,1
psychiatric morbidity among adults living in private households - data.gov.uk,https://www.data.gov.uk/dataset/d4474757-a821-4a25-862c-5b6cc7fd65af/psychiatric_morbidity_among_adults_living_in_private_households,1
psychiatric morbidity among prisoners - national data library,https://www.data.gov.uk/dataset/dd6e8c95-be7d-49dc-87db-14ea1fb5ce00/psychiatric_morbidity_among_prisoners,1
pub closures - national data library,https://www.data.gov.uk/dataset/9f10228a-7b9c-4e20-99e9-577ee2fcab98/pub-closures1,1
public access defibrillators - data.gov.uk,https://www.data.gov.uk/dataset/8343ee39-f906-4fee-a552-3902d57112c0/public-access-defibrillators,1
public access wi-fi locations - data.gov.uk,https://www.data.gov.uk/dataset/920bb16d-3811-4a40-b2d1-0bd4dae99089/public-access-wi-fi-locations1,1
public attitudes towards electric vehicles - national data library,https://www.data.gov.uk/dataset/718ee1b9-b65b-434c-9e8c-735d39486e05/public_attitudes_towards_electric_vehicles,1
public attitudes towards road congestion - data.gov.uk,https://www.data.gov.uk/dataset/c6a5547f-a3d3-41ec-bd0d-a11ea3c6c0f4/public_attitudes_towards_road_congestion,1
public attitudes towards train services - national data library,https://www.data.gov.uk/dataset/e2075478-4f9e-439a-bb97-b676a908e176/public_attitudes_towards_train_services,1
public awareness of and attitudes towards electric cars - data.gov.uk,https://www.data.gov.uk/dataset/719a042d-a620-4a69-8917-ae42482af1bc/public_awareness_of_and_attitudes_towards_electric_cars,1
public bodies 2012 - data.gov.uk,https://www.data.gov.uk/dataset/6fb6ff3a-854b-4e1c-9358-d58927a0e1f2/public-bodies-2012,1
public bodies 2013 - data.gov.uk,https://www.data.gov.uk/dataset/c57d2108-47ec-43ae-a19a-e0ac4012a4eb/public-bodies-2013,1
public bodies 2014 - data.gov.uk,https://www.data.gov.uk/dataset/d942fd6c-3e88-4c1b-8d5d-c51128e8e00a/public-bodies-2014,1
public car parks (tp 4) - national data library,https://www.data.gov.uk/dataset/[date]-a8e1-4f2d-8b3a-d9bc47a8ce1f/public-car-parks-tp-4,1
public contracts regulations 2015 - the national archives - national data library,https://www.data.gov.uk/dataset/28007e5c-7cdd-4f3d-b882-67f3843049fd/public-contracts-regulations-2015-the-national-archives,1
public conveniences - data.gov.uk,https://www.data.gov.uk/dataset/b78f28cc-a0ff-4dc0-b98b-26da613e86e1/public-conveniences4,1
public conveniences in west oxfordshire administrative area - data.gov.uk,https://www.data.gov.uk/dataset/[date]-fea6-4451-894d-f06f1753e4a9/public-conveniences-in-west-oxfordshire,1
public data group survey - national data library,https://www.data.gov.uk/dataset/3c0241bf-1b3c-48a0-a44b-4f8858c6f9f2/public-data-group-survey,1
public expenditure statistical analyses - data.gov.uk,https://www.data.gov.uk/dataset/0b293a04-2ed5-4c68-a1df-46c7a347e0cb/public_expenditure_statistical_analyses,1
public expenditure statistical analysis - departmental budgets - data.gov.uk,https://www.data.gov.uk/dataset/05c0caa8-d286-422e-9657-564b4a78b0e1/hmt-pesa09-chapter1,1
public expenditure statistical analysis - departmental budgets - national data library,https://www.data.gov.uk/dataset/05c0caa8-d286-422e-9657-564b4a78b0e1/hmt-pesa09-chapter1,1
public expenditure statistical analysis 2009 - economic analyses of budgets - data.gov.uk,https://www.data.gov.uk/dataset/89075fc6-d773-4442-9fd2-7e[date]ea/hmt-pesa09-chapter2,1
public food register - data.gov.uk,https://www.data.gov.uk/dataset/e1988d73-2c90-4084-b649-c7db055f2623/public-food-register,1
public health data - mortality rates leeds - data.gov.uk,https://www.data.gov.uk/dataset/d5[date]ed-4f88-9c50-a4f60570b8ab/public-health-data-mortality-rates-leeds,1
public health data - national data library,https://www.data.gov.uk/dataset/d3857c13-9b3f-452c-b3b0-9774e80d3e17/public-health-data,1
public health england centres (december 2020) names and codes in en - data.gov.uk,https://www.data.gov.uk/dataset/918cd259-a5ad-47b0-b13b-4194f7c454d3/public-health-england-centres-december-2020-names-and-codes-in-en,1
public health funeral data - data.gov.uk,https://www.data.gov.uk/dataset/8ef70b5b-e61c-47b9-b9b1-2315e0ec17b5/public-health-funeral-data,1
public health funeral details - data.gov.uk,https://www.data.gov.uk/dataset/e274c7a7-8a68-4bd5-ba34-f90aa9ca426b/public-health-funeral-details-cbc,1
public health funerals - data.gov.uk,https://www.data.gov.uk/dataset/0786072f-904a-4ac2-827a-e9d7f6f91032/public-health-funerals4?hl=en-gb,1
public health funerals - rochdale borough council - national data library,https://www.data.gov.uk/dataset/b574dfb1-9408-43f4-a374-d3944a749fb1/public-health-funerals-rochdale-borough-council,1
public health funerals 2017/18 - data.gov.uk,https://www.data.gov.uk/dataset/b37ad2a0-60c0-4e56-b886-8b0aee683932/public-health-funerals-2017-182,1
public health funerals 2019/20 - national data library,https://www.data.gov.uk/dataset/d9[date]ad-406d-ac27-cc638b11fa63/public-health-funerals-2019-201,1
public health funerals summary data - national data library,https://www.data.gov.uk/dataset/2dff8978-50e5-4d4e-b467-0c056b355658/public-health-funerals-summary-data,1
public health outcomes framework - national data library,https://www.data.gov.uk/dataset/679ce8ce-0b35-4af7-99f1-fb848276aaf0/public_health_outcomes_framework_,1
public health outcomes framework indicators - national data library,https://www.data.gov.uk/dataset/[date]-0082-4cfc-a855-99fb30ac5677/public-health-outcomes-framework-indicators1,1
public houses in the london borough of sutton - data.gov.uk,https://www.data.gov.uk/dataset/b1a53010-6fc3-4229-983e-e11e66e7a30f/public-houses-london-borough-sutton,1
public libraries in england: basic dataset - data.gov.uk,https://www.data.gov.uk/dataset/782d6528-11bd-4ae0-ae47-63b456c84e76/public-libraries-in-england-basic-dataset?utm_source=chatgpt.com,1
public paths outer - data.gov.uk,https://www.data.gov.uk/dataset/5de98b3f-2f13-4233-b312-469897ba66de/public-paths-outer14,1
public paths outer - national data library,https://www.data.gov.uk/dataset/5de98b3f-2f13-4233-b312-469897ba66de/public-paths-outer14?utm_source=chatgpt.com,1
public perception of safety on public transport - data.gov.uk,https://www.data.gov.uk/dataset/f49847ac-fce8-4802-b0ca-b4ff33600f34/public_perception_of_safety_on_public_transport?utm_source=chatgpt.com,1
public perceptions on climate change in northern ireland - data.gov.uk,https://www.data.gov.uk/dataset/86d06a6d-ed22-48ad-8c8a-f0db6db1b4b2/public_perceptions_on_climate_change_in_northern_ireland,1
public rights of way - data.gov.uk,https://www.data.gov.uk/dataset/076275c5-7c90-4478-be61-3ed9cbed920a/public-rights-of-way54,1
public rights of way - data.gov.uk,https://www.data.gov.uk/dataset/3261b632-9e0e-4057-a0c2-819e0d275575/public-rights-of-way44,1
public rights of way - data.gov.uk,https://www.data.gov.uk/dataset/76d25f00-6825-4c11-9ee6-4fe4714f98df/public-rights-of-way7,1
public rights of way - national data library,https://www.data.gov.uk/dataset/076275c5-7c90-4478-be61-3ed9cbed920a/public-rights-of-way54,1
public rights of way - national data library,https://www.data.gov.uk/dataset/a2e8236e-6600-473d-a9ab-60e96d119ef1/public-rights-of-way20,1
public rights of way - national data library,https://www.data.gov.uk/dataset/af21065f-9bcd-49af-8b35-aa0fef1e8da1/public-rights-of-way19,1
public rights of way - national data library,https://www.data.gov.uk/dataset/f8f2c341-d65d-49ea-9564-4f5c[date]/public-rights-of-way23,1
public rights of way footpaths - national data library,https://www.data.gov.uk/dataset/86508f7e-[date]-8701-7de97e850cf7/public-rights-of-way-footpaths/,1
public rights of way footpaths - national data library,https://www.data.gov.uk/dataset/86508f7e-[date]-8701-7de97e850cf7/public-rights-of-way-footpaths?utm_source=chatgpt.com,1
public rights of way schedule 14 applications - national data library,https://www.data.gov.uk/dataset/385a[date]-4f60-8f81-a7c08fddae53/public-rights-of-way-schedule-14-applications,1
public sector expenditure on global biodiversity 2000-01 to 2010-11 - data.gov.uk,https://www.data.gov.uk/dataset/46274c74-9b88-4ad2-a7af-3531f8434300/public-sector-funding-for-global-biodiversity,1
public sector productivity estimates: education - data.gov.uk,https://www.data.gov.uk/dataset/d832c7a1-01f4-4f1f-9d93-d7de853f6c79/public_sector_productivity_estimates-education,1
public sector statistics - national data library,https://www.data.gov.uk/dataset/546d00b0-f44a-4ea6-bf77-7dad9f64abd9/public_sector_statistics,1
public service productivity - data.gov.uk,https://www.data.gov.uk/dataset/2f5ac9b7-702f-4b13-a84d-9e57ba523b1a/public_service_productivity,1
public slipways - data.gov.uk,https://www.data.gov.uk/dataset/cb5e3b28-b8c6-47d8-b6b5-95c814555c77/public-slipways,1
public toilet - national data library,https://www.data.gov.uk/dataset/694bf1bd-f7d2-4bd8-9df3-3ad606f6a9e0/public-toilet1,1
public toilets - community - data.gov.uk,https://www.data.gov.uk/dataset/9f6556d5-f5ad-4a28-8e0f-2e1bae8d63e1/public-toilets-community1,1
public toilets - data.gov.uk,https://www.data.gov.uk/dataset/0b72f287-1ccc-497d-847c-fb4b5c5762c1/public-toilets-bolton,1
public toilets - data.gov.uk,https://www.data.gov.uk/dataset/476207f5-2dce-4562-aac2-9ea5d554d435/public-toilets8,1
public toilets - st.helens council csv - national data library,https://www.data.gov.uk/dataset/6369137e-0fe3-49a9-b7ae-f02409f9007b/public-toilets-st-helens-council-csv,1
public toilets in manchester - data.gov.uk,https://www.data.gov.uk/dataset/e1d07896-ff54-485d-87fe-7173a5a35728/public-toilets-in-manchester,1
public transport accessibility levels - data.gov.uk,https://www.data.gov.uk/dataset/570ec287-8bb9-49e3-9523-a1249a30d6c0/public-transport-accessibility-levels,1
public transport journeys by type of transport - data.gov.uk,https://www.data.gov.uk/dataset/3a46a47b-c7bf-406d-b347-0da63942a825/public-transport-journeys-by-type-of-transport?utm_source=chatgpt.com,1
public wi-fi locations - data.gov.uk,https://www.data.gov.uk/dataset/228f4f4d-5ac6-48ab-a77d-856bd6682b82/public-wi-fi-locations,1
publication dates for statistics - national data library,https://www.data.gov.uk/dataset/13f66d3a-1858-45cc-b886-7bfacfd98208/quarterly_statistical_summary,1
published datasets on open barnet - national data library,https://www.data.gov.uk/dataset/08ef1dc3-4c24-431f-81de-f6320cf11897/published-datasets-on-open-barnet,1
pupil absence in schools in england - national data library,https://www.data.gov.uk/dataset/2682c955-76c3-448c-abaf-8a828e127455/pupil_absence_in_schools_in_england,1
"pupil attainment at gcse and associated value added measures for young people by gender in england, (referenced by location of educational institution) - data.gov.uk",https://www.data.gov.uk/dataset/4bfcedb6-60ce-4beb-90c1-f1bc722b775f/pupil_attainment_at_gcse_and_associated_value_added_measures_for_young_people_by_gender_in_england_r,1
pupil attainment at gcse by key pupil characteristics - data.gov.uk,https://www.data.gov.uk/dataset/0c322dd4-eaa0-445a-90bd-21e1ba0ab43e/pupil_attainment_at_gcse_by_key_pupil_characteristics,1
pupil attainment at gcse by location of pupil residence - national data library,https://www.data.gov.uk/dataset/5e75f6f3-6925-4d2a-93d5-09069b9cb8f8/pupil_attainment_at_gcse_by_location_of_pupil_residence,1
"pupil attainment at key stage 1 and 2, gcse and equivalent, post-16 and value added measures by acorn category - data.gov.uk",https://www.data.gov.uk/dataset/f60c2b1e-022b-49cb-8889-34f132aa2aba/pupil_attainment_at_key_stage_1_and_2_gcse_and_equivalent_post-16_and_value_added_measures_by_acorn_,1
pupil attainment by ethnic group: gcse - data.gov.uk,https://www.data.gov.uk/dataset/f60740d3-d68c-4a73-839a-d93bc9d1d0cc/pupil_attainment_by_ethnic_group_-_gcse,1
pupil attainment by free school meal (fsm) eligibility: key stage 2 - data.gov.uk,https://www.data.gov.uk/dataset/2ce0d2df-3c2b-486d-a970-db00c0d3e03c/pupil_attainment_by_free_school_meal_fsm_eligibility_-_key_stage_2,1
pupil attainment by free school meal (fsm) eligibility: key stage 2 - national data library,https://www.data.gov.uk/dataset/2ce0d2df-3c2b-486d-a970-db00c0d3e03c/pupil_attainment_by_free_school_meal_fsm_eligibility_-_key_stage_2,1
pupil attainment: attainment gap at ks2 and ks4 between fsm and non fsm pupils - data.gov.uk,https://www.data.gov.uk/dataset/9d762742-6b91-43dd-95e7-a67f3b6a1bd3/pupil_attainment_-_attainment_gap_at_ks2_and_ks4_between_fsm_and_non_fsm_pupils,1
pupil attainment: level 3 qualifications by special educational needs (sen) - data.gov.uk,https://www.data.gov.uk/dataset/14085eb1-efc4-4614-a580-775fa60f2206/pupil_attainment_-_level_3_qualifications_by_special_educational_needs_sen,1
pupil home to school distance for state funded schools by borough and phase - data.gov.uk,https://www.data.gov.uk/dataset/6f573731-5eb8-4318-baff-1f7d996085fd/pupil-home-to-school-distance-for-state-funded-schools-by-borough-and-phase1,1
pupils with sen status - data.gov.uk,https://www.data.gov.uk/dataset/2a77b704-c9b0-4355-b23c-ec913d135efd/warwickshire-pupils-with-sen-status,1
purbeck heritage coast - data.gov.uk,https://www.data.gov.uk/dataset/51e4f6c0-[date]-9bfb-4dbde8013706/purbeck-heritage-coast,1
purbeck heritage coast - national data library,https://www.data.gov.uk/dataset/51e4f6c0-[date]-9bfb-4dbde8013706/purbeck-heritage-coast,1
purchase order transactions - national data library,https://www.integration.data.gov.uk/dataset/40c1b9d0-999c-46b2-bc9a-7c4a91a074e1/purchase-order-transactions,1
purchase orders over £5000 - national data library,https://www.data.gov.uk/dataset/7aba411f-4d53-4a2c-9043-054e22392e98/stockport-council-purchase-orders-over-5000,1
pus meetings with external organisations - national data library,https://www.data.gov.uk/dataset/9f1b1f2a-b5d5-447a-bfae-d1c29afb3755/pus-meetings-with-external-organisations-january-to-march-2013,1
q 101 - data.gov.uk,https://www.data.gov.uk/dataset/9f3a52e2-6625-467e-9f44-27f842ab4205/q-101,1
q 11 - data.gov.uk,https://www.data.gov.uk/dataset/ac13a0cb-5ce7-4299-bc5f-f8e3177c08d1/q-11,1
q 113 - data.gov.uk,https://www.data.gov.uk/dataset/12ddb67d-c9ef-46e0-8851-910cc232874d/q-113,1
q 141 - national data library,https://www.data.gov.uk/dataset/fbd0270d-9557-4ee5-a952-d47c59900b34/q-141,1
q 164 - data.gov.uk,https://www.data.gov.uk/dataset/008aa556-b139-4188-a1b0-ffdec47f653c/q-1646,1
q 176 - data.gov.uk,https://www.data.gov.uk/dataset/082acb8b-e87c-49e4-a726-c4707290d718/q-1761,1
q 29 - national data library,https://www.data.gov.uk/dataset/69cdf3ad-bf79-42a4-8d8f-3c5eb8d23e0a/q-29,1
q 34 - data.gov.uk,https://www.data.gov.uk/dataset/1931c01c-33da-494c-b7aa-0b0b27f9226d/q-3410,1
q 34 - national data library,https://www.data.gov.uk/dataset/1931c01c-33da-494c-b7aa-0b0b27f9226d/q-3410,1
q 345 - data.gov.uk,https://www.data.gov.uk/dataset/b63aed35-9b22-4438-a3da-7b469087bc55/q-3451,1
